x-axis,1
second,Volt
-2.484000E+00,+5.694081E+00
-2.481500E+00,+5.700565E+00
-2.479000E+00,+5.686306E+00
-2.476500E+00,+5.675934E+00
-2.474000E+00,+5.695367E+00
-2.471500E+00,+5.695392E+00
-2.469000E+00,+5.685020E+00
-2.466500E+00,+5.660364E+00
-2.464000E+00,+5.696654E+00
-2.461500E+00,+5.700565E+00
-2.459000E+00,+5.723934E+00
-2.456500E+00,+5.673361E+00
-2.454000E+00,+5.662990E+00
-2.451500E+00,+5.668111E+00
-2.449000E+00,+5.678483E+00
-2.446500E+00,+5.700565E+00
-2.444000E+00,+5.661703E+00
-2.441500E+00,+5.660364E+00
-2.439000E+00,+5.681160E+00
-2.436500E+00,+5.690141E+00
-2.434000E+00,+5.660417E+00
-2.431500E+00,+5.660364E+00
-2.429000E+00,+5.700565E+00
-2.426500E+00,+5.669502E+00
-2.424000E+00,+5.700565E+00
-2.421500E+00,+5.700565E+00
-2.419000E+00,+5.678588E+00
-2.416500E+00,+5.692714E+00
-2.414000E+00,+5.700565E+00
-2.411500E+00,+5.700565E+00
-2.409000E+00,+5.700565E+00
-2.406500E+00,+5.694001E+00
-2.404000E+00,+5.700565E+00
-2.401500E+00,+5.700565E+00
-2.399000E+00,+5.700565E+00
-2.396500E+00,+5.700565E+00
-2.394000E+00,+5.665458E+00
-2.391500E+00,+5.700565E+00
-2.389000E+00,+5.660364E+00
-2.386500E+00,+5.700565E+00
-2.384000E+00,+5.694185E+00
-2.381500E+00,+5.724015E+00
-2.379000E+00,+5.687488E+00
-2.376500E+00,+5.697860E+00
-2.374000E+00,+5.668031E+00
-2.371500E+00,+5.700565E+00
-2.369000E+00,+5.700565E+00
-2.366500E+00,+5.700565E+00
-2.364000E+00,+5.691613E+00
-2.361500E+00,+5.681241E+00
-2.359000E+00,+5.700565E+00
-2.356500E+00,+5.700565E+00
-2.354000E+00,+5.730527E+00
-2.351500E+00,+5.700565E+00
-2.349000E+00,+5.700565E+00
-2.346500E+00,+5.699412E+00
-2.344000E+00,+5.700565E+00
-2.341500E+00,+5.682262E+00
-2.339000E+00,+5.700565E+00
-2.336500E+00,+5.700565E+00
-2.334000E+00,+5.727954E+00
-2.331500E+00,+5.700565E+00
-2.329000E+00,+5.667010E+00
-2.326500E+00,+5.664091E+00
-2.324000E+00,+5.700565E+00
-2.321500E+00,+5.700565E+00
-2.319000E+00,+5.700565E+00
-2.316500E+00,+5.700565E+00
-2.314000E+00,+5.700565E+00
-2.311500E+00,+5.700565E+00
-2.309000E+00,+5.700565E+00
-2.306500E+00,+5.700565E+00
-2.304000E+00,+5.660364E+00
-2.301500E+00,+5.660364E+00
-2.299000E+00,+5.697779E+00
-2.296500E+00,+5.692979E+00
-2.294000E+00,+5.700565E+00
-2.291500E+00,+5.672236E+00
-2.289000E+00,+5.700565E+00
-2.286500E+00,+5.700565E+00
-2.284000E+00,+5.700565E+00
-2.281500E+00,+5.660364E+00
-2.279000E+00,+5.700565E+00
-2.276500E+00,+5.730608E+00
-2.274000E+00,+5.680035E+00
-2.271500E+00,+5.700565E+00
-2.269000E+00,+5.661438E+00
-2.266500E+00,+5.700565E+00
-2.264000E+00,+5.682181E+00
-2.261500E+00,+5.708577E+00
-2.259000E+00,+5.700565E+00
-2.256500E+00,+5.660364E+00
-2.254000E+00,+5.677462E+00
-2.251500E+00,+5.700565E+00
-2.249000E+00,+5.700565E+00
-2.246500E+00,+5.700565E+00
-2.244000E+00,+5.700565E+00
-2.241500E+00,+5.665804E+00
-2.239000E+00,+5.700565E+00
-2.236500E+00,+5.700565E+00
-2.234000E+00,+5.686041E+00
-2.231500E+00,+5.664517E+00
-2.229000E+00,+5.660364E+00
-2.226500E+00,+5.700565E+00
-2.224000E+00,+5.700565E+00
-2.221500E+00,+5.697699E+00
-2.219000E+00,+5.667870E+00
-2.216500E+00,+5.700565E+00
-2.214000E+00,+5.700565E+00
-2.211500E+00,+5.700565E+00
-2.209000E+00,+5.700565E+00
-2.206500E+00,+5.679528E+00
-2.204000E+00,+5.671030E+00
-2.201500E+00,+5.700565E+00
-2.199000E+00,+5.700565E+00
-2.196500E+00,+5.660364E+00
-2.194000E+00,+5.700565E+00
-2.191500E+00,+5.700565E+00
-2.189000E+00,+5.700565E+00
-2.186500E+00,+5.700565E+00
-2.184000E+00,+5.692473E+00
-2.181500E+00,+5.700565E+00
-2.179000E+00,+5.700565E+00
-2.176500E+00,+5.683388E+00
-2.174000E+00,+5.700565E+00
-2.171500E+00,+5.663930E+00
-2.169000E+00,+5.674302E+00
-2.166500E+00,+5.676256E+00
-2.164000E+00,+5.735247E+00
-2.161500E+00,+5.695713E+00
-2.159000E+00,+5.700565E+00
-2.156500E+00,+5.700565E+00
-2.154000E+00,+5.704799E+00
-2.151500E+00,+5.694427E+00
-2.149000E+00,+5.700565E+00
-2.146500E+00,+5.673683E+00
-2.144000E+00,+5.663311E+00
-2.141500E+00,+5.693140E+00
-2.139000E+00,+5.700565E+00
-2.136500E+00,+5.700565E+00
-2.134000E+00,+5.662025E+00
-2.131500E+00,+5.660364E+00
-2.129000E+00,+5.721683E+00
-2.126500E+00,+5.711311E+00
-2.124000E+00,+5.700192E+00
-2.121500E+00,+5.700565E+00
-2.119000E+00,+5.700565E+00
-2.116500E+00,+5.700565E+00
-2.114000E+00,+5.699653E+00
-2.111500E+00,+5.700565E+00
-2.109000E+00,+5.678909E+00
-2.106500E+00,+5.700565E+00
-2.104000E+00,+5.700565E+00
-2.101500E+00,+5.700565E+00
-2.099000E+00,+5.717824E+00
-2.096500E+00,+5.660364E+00
-2.094000E+00,+5.700565E+00
-2.091500E+00,+5.700565E+00
-2.089000E+00,+5.700565E+00
-2.086500E+00,+5.700565E+00
-2.084000E+00,+5.665136E+00
-2.081500E+00,+5.700565E+00
-2.079000E+00,+5.675050E+00
-2.076500E+00,+5.704879E+00
-2.074000E+00,+5.694507E+00
-2.071500E+00,+5.700565E+00
-2.069000E+00,+5.700565E+00
-2.066500E+00,+5.700565E+00
-2.064000E+00,+5.700565E+00
-2.061500E+00,+5.682849E+00
-2.059000E+00,+5.660364E+00
-2.056500E+00,+5.700565E+00
-2.054000E+00,+5.700565E+00
-2.051500E+00,+5.700565E+00
-2.049000E+00,+5.700565E+00
-2.046500E+00,+5.700565E+00
-2.044000E+00,+5.700565E+00
-2.041500E+00,+5.700565E+00
-2.039000E+00,+5.700565E+00
-2.036500E+00,+5.700565E+00
